temperature,rainfall,temp_min,temp_max,label
21.53574127,102.4852929,10,30,maize
23.08974909,70.43473609,10,30,maize
25.61707368,108.8303762,10,30,maize
21.44526922,65.88951188,10,30,maize
18.51816776,90.988051,10,30,maize
22.53510514,64.40866039,10,30,maize
23.02038334,63.03843397,10,30,maize
24.89364635,87.9298085,10,30,maize
25.77175115,107.4931917,10,30,maize
19.39851734,60.95197486,10,30,maize
21.54156232,109.7515385,10,30,maize
23.79746068,91.76337172,10,30,maize
18.9802729,94.26249353,10,30,maize
24.10859207,71.07562236,10,30,maize
24.7947077,76.72860067,10,30,maize
21.63162756,69.21803098,10,30,maize
25.37548751,101.7004306,10,30,maize
22.21738222,106.6213157,10,30,maize
20.58314011,66.29390357,10,30,maize
24.87502824,91.26056654,10,30,maize
20.03728219,109.024141,10,30,maize
25.95263264,99.57981207,10,30,maize
19.28889933,71.3195307,10,30,maize
20.57981887,78.34604471,10,30,maize
24.71417533,88.45361858,10,30,maize
20.27317074,62.50351892,10,30,maize
18.41932981,76.41312437,10,30,maize
23.39128187,107.3198135,10,30,maize
19.84939404,100.7689246,10,30,maize
21.869274,107.2681929,10,30,maize
22.8056033,101.5952794,10,30,maize
19.0781471,80.72515943,10,30,maize
22.02720976,83.73280082,10,30,maize
23.80546189,89.9622014,10,30,maize
18.52510753,88.10234397,10,30,maize
23.50297882,64.77791424,10,30,maize
26.54986394,73.33636055,10,30,maize
19.29563411,83.21030571,10,30,maize
20.68899915,103.651438,10,30,maize
19.32666088,84.22969177,10,30,maize
24.60532218,96.59195302,10,30,maize
22.27373646,67.96704792,10,30,maize
25.70196694,83.20711308,10,30,maize
19.20129357,87.85092352,10,30,maize
21.70181447,95.71388473,10,30,maize
20.51716779,67.61013737,10,30,maize
23.30355338,97.59081274,10,30,maize
24.2547451,64.23845455,10,30,maize
24.86374934,75.82270467,10,30,maize
22.6265115,88.17251033,10,30,maize
18.04185513,104.2321615,10,30,maize
23.26237612,67.10225139,10,30,maize
22.88330922,67.72777298,10,30,maize
25.97482359,103.2234212,10,30,maize
26.14384005,107.2361366,10,30,maize
18.66116213,75.03247667,10,30,maize
25.10787449,78.16077693,10,30,maize
23.33844615,105.0083144,10,30,maize
25.08239719,62.49190812,10,30,maize
25.36768364,107.9124111,10,30,maize
25.34217103,74.52082026,10,30,maize
25.00933355,62.91359494,10,30,maize
18.66746724,69.93293255,10,30,maize
20.37999665,108.5054416,10,30,maize
18.09300227,78.96159541,10,30,maize
26.16985907,79.84925393,10,30,maize
18.65396672,93.62039175,10,30,maize
26.07470121,85.75692395,10,30,maize
18.92851916,82.34162918,10,30,maize
23.30546753,108.7603001,10,30,maize
18.74826712,70.23401597,10,30,maize
19.74213321,65.50861389,10,30,maize
25.73044432,98.73771338,10,30,maize
17.02498456,88.55123143,10,35,chickpea
19.02061277,79.92698081,10,35,chickpea
17.88776475,68.54932919,10,35,chickpea
18.86805647,88.51048983,10,35,chickpea
18.36952567,79.26357665,10,35,chickpea
20.45078582,92.68373702,10,35,chickpea
20.6543203,74.6631118,10,35,chickpea
17.3348681,82.61734721,10,35,chickpea
18.17912258,81.84997529,10,35,chickpea
18.01272266,81.98568791,10,35,chickpea
20.99373558,93.55280105,10,35,chickpea
19.46233971,74.58565097,10,35,chickpea
19.81344531,78.96514709,10,35,chickpea
18.97424756,80.7108745,10,35,chickpea
18.19737048,70.18185181,10,35,chickpea
18.72963144,71.58010169,10,35,chickpea
20.99502153,73.50734019,10,35,chickpea
20.28155898,82.52339655,10,35,chickpea
17.48042641,66.96980581,10,35,chickpea
20.88818675,90.46228334,10,35,chickpea
17.08498521,71.31007253,10,35,chickpea
20.09340593,85.74904898,10,35,chickpea
17.57212145,89.31050665,10,35,chickpea
19.12065218,85.52950164,10,35,chickpea
18.57665902,72.94940441,10,35,chickpea
17.16606398,72.32667516,10,35,chickpea
18.2872007,74.87445574,10,35,chickpea
19.03025305,94.70992037,10,35,chickpea
17.1418614,83.74606679,10,35,chickpea
17.47809436,78.92060234,10,35,chickpea
20.56601874,83.75937135,10,35,chickpea
17.22385224,76.57580954,10,35,chickpea
19.69141713,91.76071648,10,35,chickpea
17.84851658,76.32470713,10,35,chickpea
18.8202251,89.73119396,10,35,chickpea
17.47500984,93.35034262,10,35,chickpea
18.72649425,81.20176515,10,35,chickpea
18.65580107,81.70769297,10,35,chickpea
18.2356751,83.74879344,10,35,chickpea
18.81198127,77.5429424,10,35,chickpea
18.65054116,77.92798682,10,35,chickpea
20.36720401,82.2545577,10,35,chickpea
18.38120357,70.52056697,10,35,chickpea
17.17012591,72.78624223,10,35,chickpea
19.37101121,85.24819851,10,35,chickpea
17.92845928,85.37378769,10,35,chickpea
19.45339934,75.6317566,10,35,chickpea
19.12829388,89.61857826,10,35,chickpea
19.1034283,75.49101167,10,35,chickpea
17.48504075,86.05078037,10,35,chickpea
19.40751744,80.25064637,10,35,chickpea
20.18649426,78.26039559,10,35,chickpea
17.30287885,75.57790384,10,35,chickpea
17.50361137,72.9446671,10,35,chickpea
18.17234999,90.7760707,10,35,chickpea
17.57445618,77.81891424,10,35,chickpea
20.93175255,78.06910795,10,35,chickpea
19.71098332,85.57925437,10,35,chickpea
19.07937684,69.40619137,10,35,chickpea
18.54988627,76.32565249,10,35,chickpea
18.19903647,80.6405403,10,35,chickpea
18.88852533,80.1113384,10,35,chickpea
18.49311205,91.94595352,10,35,chickpea
19.48974337,87.51312796,10,35,chickpea
17.25769499,94.00287214,10,35,chickpea
19.62416326,88.4585692,10,35,chickpea
20.67526473,84.78344008,10,35,chickpea
20.02381489,68.97806542,10,35,chickpea
20.1187446,88.68168643,10,35,chickpea
20.65691793,65.23811143,10,35,chickpea
19.2582557,65.78042032,10,35,chickpea
17.927806,74.63872762,10,35,chickpea
19.16288268,82.69766829,10,35,chickpea
20.26942271,69.64449182,10,35,chickpea
17.09104223,87.27444866,10,35,chickpea
17.06579293,70.87150577,10,35,chickpea
20.62767492,92.06630306,10,35,chickpea
20.8248451,79.20509212,10,35,chickpea
19.46210401,68.81405149,10,35,chickpea
17.18248372,72.85017344,10,35,chickpea
17.48911699,79.45758333,10,35,chickpea
17.48395377,65.11365631,10,35,chickpea
19.48316794,80.4986291,10,35,chickpea
19.71359733,73.64476535,10,35,chickpea
19.48649305,81.5284269,10,35,chickpea
19.95264829,88.6810311,10,35,chickpea
19.41789736,68.4951189,10,35,chickpea
19.45591848,78.44910564,10,35,chickpea
20.19137759,77.33795356,10,35,chickpea
18.8392908,94.78189594,10,35,chickpea
20.71219282,94.03659867,10,35,chickpea
18.99424448,78.69707199,10,35,chickpea
19.96837462,69.15759062,10,35,chickpea
17.81564548,90.82097601,10,35,chickpea
20.71424384,76.77888672,10,35,chickpea
17.34150229,67.9545435,10,35,chickpea
17.43732714,73.0926704,10,35,chickpea
18.89780215,69.09512477,10,35,chickpea
18.59190771,89.60982451,10,35,chickpea
18.31561493,81.78710463,10,35,chickpea
17.13692774,128.256862,10,25,kidneybeans
19.63474332,106.3598183,10,25,kidneybeans
22.91350245,109.225556,10,25,kidneybeans
16.43340342,140.3717815,10,25,kidneybeans
22.13974653,76.64128258,10,25,kidneybeans
17.84806561,143.0984171,10,25,kidneybeans
19.88394011,60.91974792,10,25,kidneybeans
19.32509638,104.7783947,10,25,kidneybeans
18.4167001,132.9801054,10,25,kidneybeans
21.81167649,130.0608093,10,25,kidneybeans
19.72702528,143.7630894,10,25,kidneybeans
17.15432954,87.99669731,10,25,kidneybeans
19.62207826,144.1567454,10,25,kidneybeans
21.63149148,134.3649948,10,25,kidneybeans
16.06522754,88.06638775,10,25,kidneybeans
20.61162204,69.63833855,10,25,kidneybeans
21.42451099,116.5206923,10,25,kidneybeans
19.07096165,86.21917578,10,25,kidneybeans
21.18853178,137.1948633,10,25,kidneybeans
23.0429097,108.3684316,10,25,kidneybeans
20.65375833,67.71768947,10,25,kidneybeans
18.09551014,144.7902323,10,25,kidneybeans
18.23775702,69.44951585,10,25,kidneybeans
17.48189735,121.9401369,10,25,kidneybeans
19.9191786,82.68554379,10,25,kidneybeans
20.27514686,139.7521543,10,25,kidneybeans
15.77370214,108.3441414,10,25,kidneybeans
16.71170642,96.77285817,10,25,kidneybeans
17.66148158,100.6711761,10,25,kidneybeans
18.50692825,87.0513289,10,25,kidneybeans
24.51324787,64.19497947,10,25,kidneybeans
18.87614998,105.4120514,10,25,kidneybeans
21.59343016,61.13872036,10,25,kidneybeans
20.12373284,106.158201,10,25,kidneybeans
15.43546065,139.0302034,10,25,kidneybeans
22.64236876,122.3886015,10,25,kidneybeans
21.98560799,129.5650601,10,25,kidneybeans
20.53052663,120.4509288,10,25,kidneybeans
15.78601387,95.17028129,10,25,kidneybeans
19.6365349,96.65888933,10,25,kidneybeans
20.57341244,87.87869161,10,25,kidneybeans
20.16080524,138.2362122,10,25,kidneybeans
21.53989176,120.6913038,10,25,kidneybeans
15.53834801,107.3850593,10,25,kidneybeans
19.91853092,108.6434544,10,25,kidneybeans
20.76952209,109.0193712,10,25,kidneybeans
23.46168338,95.84253438,10,25,kidneybeans
24.32116642,60.27552528,10,25,kidneybeans
20.12574053,100.0497183,10,25,kidneybeans
21.80619564,125.0972687,10,25,kidneybeans
19.52226241,113.334026,10,25,kidneybeans
17.00067625,103.2926407,10,25,kidneybeans
16.78791503,75.45328039,10,25,kidneybeans
24.84906168,62.21292186,10,25,kidneybeans
16.51783455,98.77794225,10,25,kidneybeans
18.15300153,107.6907964,10,25,kidneybeans
23.18864385,63.38208822,10,25,kidneybeans
23.38002569,87.66898664,10,25,kidneybeans
18.358923,138.414764,10,25,kidneybeans
19.25975367,94.9533526,10,25,kidneybeans
22.95458237,107.7315386,10,25,kidneybeans
20.120043,104.6252153,10,25,kidneybeans
21.14011423,141.6056722,10,25,kidneybeans
24.92360104,62.7089169,10,25,kidneybeans
15.33042636,135.3315583,10,25,kidneybeans
18.81097271,125.084915,10,25,kidneybeans
23.44260668,107.4137246,10,25,kidneybeans
22.8352024,63.59276673,10,25,kidneybeans
24.9035819,146.4727237,10,25,kidneybeans
23.78709569,119.6404412,10,25,kidneybeans
22.05592283,126.7265372,10,25,kidneybeans
18.87492997,134.1811718,10,25,kidneybeans
18.62328774,135.3378033,10,25,kidneybeans
23.00884744,100.118612,10,25,kidneybeans
19.33162606,68.51253427,10,25,kidneybeans
16.24469193,66.97053257,10,25,kidneybeans
17.91652287,69.14681022,10,25,kidneybeans
15.46789263,88.88796102,10,25,kidneybeans
17.06104474,81.83420522,10,25,kidneybeans
21.32776028,109.1013261,10,25,kidneybeans
23.90910104,81.60211243,10,25,kidneybeans
23.89756791,112.6616435,10,25,kidneybeans
22.98666928,143.8584938,10,25,kidneybeans
21.35135729,146.4548645,10,25,kidneybeans
24.1638445,116.7324324,10,25,kidneybeans
24.62835037,149.7441028,10,25,kidneybeans
21.02213209,124.6118471,10,25,kidneybeans
17.30844532,115.199245,10,25,kidneybeans
23.82576704,84.64143632,10,25,kidneybeans
19.30607278,129.3449326,10,25,kidneybeans
16.03768615,130.3900798,10,25,kidneybeans
19.18572809,80.15293435,10,25,kidneybeans
19.92889503,64.02640797,10,25,kidneybeans
19.56376468,139.2921004,10,25,kidneybeans
18.31357543,76.14153904,10,25,kidneybeans
20.10993761,73.36386477,10,25,kidneybeans
23.60506572,100.5978728,10,25,kidneybeans
19.73136909,84.06354115,10,25,kidneybeans
20.93409877,133.1914419,10,25,kidneybeans
18.78226261,104.2570723,10,25,kidneybeans
28.05153602,43.35795377,18,30,lentil
19.44084326,46.83130119,18,30,lentil
29.84823072,46.80452595,18,30,lentil
21.36383757,46.6352865,18,30,lentil
26.28663931,46.13833007,18,30,lentil
22.17499963,53.46622584,18,30,lentil
26.57597546,50.89110726,18,30,lentil
26.58972517,50.90994463,18,30,lentil
19.1345771,36.46946971,18,30,lentil
28.75273118,35.15426171,18,30,lentil
25.78746268,49.14337177,18,30,lentil
23.89271875,52.55730112,18,30,lentil
28.67408774,42.96018627,18,30,lentil
28.42062847,49.02366803,18,30,lentil
21.35499456,41.78219834,18,30,lentil
21.12695586,38.71834464,18,30,lentil
24.02037872,49.78102578,18,30,lentil
25.40474421,51.92057267,18,30,lentil
29.03017561,54.9393771,18,30,lentil
20.21368219,50.89732989,18,30,lentil
29.19585548,44.93261911,18,30,lentil
18.29783597,49.39111479,18,30,lentil
27.41434987,44.43177543,18,30,lentil
24.84063998,48.77790371,18,30,lentil
29.94413861,40.37113729,18,30,lentil
25.87990287,47.89645224,18,30,lentil
20.0467711,46.05333124,18,30,lentil
22.99451999,54.49044154,18,30,lentil
25.13163619,49.04015558,18,30,lentil
28.49584395,53.14531023,18,30,lentil
18.28766124,48.60449438,18,30,lentil
24.38041875,53.13946695,18,30,lentil
21.31852148,45.42616802,18,30,lentil
18.54141834,44.07819743,18,30,lentil
25.28710601,49.37369982,18,30,lentil
25.43459777,41.02682925,18,30,lentil
28.83600962,44.08562546,18,30,lentil
27.37659643,49.47371773,18,30,lentil
28.31886863,45.36521251,18,30,lentil
27.4818649,37.81123974,18,30,lentil
18.28072173,48.80253285,18,30,lentil
27.61204997,42.72374404,18,30,lentil
23.43974653,45.40277297,18,30,lentil
20.95628486,52.39881209,18,30,lentil
23.7937153,49.73922097,18,30,lentil
22.6371424,38.30411077,18,30,lentil
21.53577883,35.75107592,18,30,lentil
29.87854588,44.95654782,18,30,lentil
25.2653291,48.33941188,18,30,lentil
25.17885316,35.03484812,18,30,lentil
24.12192608,44.23629285,18,30,lentil
23.33565221,36.18678721,18,30,lentil
21.74600081,50.43306085,18,30,lentil
27.60195453,54.37814199,18,30,lentil
24.388717,47.26052494,18,30,lentil
24.98287462,38.21370568,18,30,lentil
28.234829,35.36831423,18,30,lentil
26.03026959,37.11395801,18,30,lentil
28.04849594,37.15824966,18,30,lentil
24.87425505,48.28137482,18,30,lentil
23.97081395,53.40906048,18,30,lentil
20.06003985,42.89509057,18,30,lentil
19.59221047,41.7704893,18,30,lentil
29.77013109,35.69674138,18,30,lentil
27.52135365,48.06491307,18,30,lentil
25.62896213,45.49683991,18,30,lentil
20.39078312,53.31508572,18,30,lentil
25.39038396,39.18374505,18,30,lentil
24.91079638,42.19740397,18,30,lentil
27.70496805,37.46160727,18,30,lentil
18.06486101,51.54922825,18,30,lentil
18.13027797,50.6128521,18,30,lentil
23.82723528,46.90725077,18,30,lentil
23.19305333,49.55213308,18,30,lentil
25.08966129,41.45486619,18,30,lentil
25.86928193,36.68284038,18,30,lentil
18.43966037,39.00992137,18,30,lentil
27.14911056,52.50812701,18,30,lentil
23.33375853,47.01510708,18,30,lentil
26.7230014,42.87274897,18,30,lentil
19.55750776,53.04669416,18,30,lentil
26.13708256,46.48280681,18,30,lentil
27.99990346,49.94043064,18,30,lentil
29.05941162,36.5011366,18,30,lentil
25.71269843,50.17067771,18,30,lentil
21.79792649,46.62370222,18,30,lentil
24.70626432,53.12442925,18,30,lentil
20.94981756,44.23913012,18,30,lentil
24.84918386,41.61080544,18,30,lentil
21.91041045,36.10211371,18,30,lentil
25.93381964,51.02372773,18,30,lentil
29.82112112,51.56461082,18,30,lentil
27.52185591,45.20841071,18,30,lentil
27.99627907,46.10585191,18,30,lentil
20.76774783,47.9271552,18,30,lentil
23.05276444,52.60285259,18,30,lentil
21.65845777,38.07659414,18,30,lentil
26.25070298,40.8106299,18,30,lentil
20.97195263,53.10207889,18,30,lentil
23.89736406,40.74536757,18,30,lentil
24.55981624,111.9684622,5,37,pomegranate
19.65690085,108.0458926,5,37,pomegranate
18.78359608,102.5184759,5,37,pomegranate
24.1469628,110.2316633,5,37,pomegranate
22.44581266,109.3905998,5,37,pomegranate
24.96273236,109.4169192,5,37,pomegranate
22.5526059,104.8955643,5,37,pomegranate
22.77035608,106.9659201,5,37,pomegranate
19.20090378,108.0423555,5,37,pomegranate
23.12808226,109.3930157,5,37,pomegranate
24.92639065,104.7693804,5,37,pomegranate
24.77464458,105.7595811,5,37,pomegranate
19.8671184,108.3168858,5,37,pomegranate
24.26601316,104.5375109,5,37,pomegranate
23.62600218,107.6836871,5,37,pomegranate
19.67832052,108.5468633,5,37,pomegranate
22.36509395,104.8216333,5,37,pomegranate
21.57936934,102.8593382,5,37,pomegranate
18.26233221,108.0756727,5,37,pomegranate
23.71028128,105.6499907,5,37,pomegranate
22.48720144,111.6631582,5,37,pomegranate
21.6602498,112.4349689,5,37,pomegranate
20.13037175,107.3416913,5,37,pomegranate
18.41164435,105.1834976,5,37,pomegranate
19.68291173,111.2818551,5,37,pomegranate
23.20242586,109.0946323,5,37,pomegranate
18.92157197,102.8013275,5,37,pomegranate
22.10621387,106.8704803,5,37,pomegranate
18.47412402,108.4758509,5,37,pomegranate
19.81069447,102.860084,5,37,pomegranate
24.4880844,103.1969341,5,37,pomegranate
18.75927679,111.0196744,5,37,pomegranate
19.54128063,104.3739878,5,37,pomegranate
18.91251245,111.2800516,5,37,pomegranate
19.91330523,104.0277061,5,37,pomegranate
19.72620525,108.2287276,5,37,pomegranate
23.83185873,111.2232716,5,37,pomegranate
24.94467632,103.8799347,5,37,pomegranate
24.692258,104.6735454,5,37,pomegranate
24.72485577,111.2787584,5,37,pomegranate
20.12644921,108.065579,5,37,pomegranate
21.02432943,104.7847006,5,37,pomegranate
22.40423537,109.8695196,5,37,pomegranate
20.33691147,110.9653137,5,37,pomegranate
24.24779615,106.9216033,5,37,pomegranate
24.81530144,109.2853418,5,37,pomegranate
19.66329768,106.0380805,5,37,pomegranate
22.43377991,112.459697,5,37,pomegranate
22.92052307,110.2437841,5,37,pomegranate
22.91843172,106.2817706,5,37,pomegranate
24.88244467,107.1951707,5,37,pomegranate
23.40981539,105.2240743,5,37,pomegranate
21.20725375,107.5660804,5,37,pomegranate
18.20230419,109.6623974,5,37,pomegranate
22.34375696,103.3183074,5,37,pomegranate
24.32770134,110.4606459,5,37,pomegranate
19.75088482,102.5538035,5,37,pomegranate
19.86173586,111.0217929,5,37,pomegranate
18.07132963,106.3602023,5,37,pomegranate
23.89162561,104.617522,5,37,pomegranate
23.98598756,104.991282,5,37,pomegranate
20.93892916,103.0295938,5,37,pomegranate
20.82210727,109.4429934,5,37,pomegranate
20.86474944,106.8685636,5,37,pomegranate
24.45840036,111.3779693,5,37,pomegranate
24.51147697,105.6209954,5,37,pomegranate
24.56811204,110.9633894,5,37,pomegranate
24.63228709,110.6956184,5,37,pomegranate
20.07386547,103.7084055,5,37,pomegranate
21.80523051,102.6488846,5,37,pomegranate
22.8122645,110.4432293,5,37,pomegranate
22.73031253,104.6843243,5,37,pomegranate
23.2801227,111.1382096,5,37,pomegranate
19.30106297,105.4766591,5,37,pomegranate
19.0087067,108.6793978,5,37,pomegranate
24.35193812,105.529185,5,37,pomegranate
24.72235539,112.1926517,5,37,pomegranate
21.92513945,111.7162016,5,37,pomegranate
24.83954414,107.6435771,5,37,pomegranate
18.09691127,104.88189,5,37,pomegranate
20.24104904,109.2537734,5,37,pomegranate
23.22594,105.6917856,5,37,pomegranate
23.50128217,106.61905,5,37,pomegranate
19.44623085,106.1606833,5,37,pomegranate
20.51343484,110.5764023,5,37,pomegranate
18.90223032,107.6103211,5,37,pomegranate
18.90592319,112.4750941,5,37,pomegranate
22.63045168,109.0357597,5,37,pomegranate
19.38603815,109.9130984,5,37,pomegranate
24.38318965,103.6012114,5,37,pomegranate
23.77989026,106.977723,5,37,pomegranate
22.59890174,110.0932899,5,37,pomegranate
24.37766782,106.128338,5,37,pomegranate
20.89273273,104.4407083,5,37,pomegranate
18.09903225,107.0050976,5,37,pomegranate
20.00218987,112.337046,5,37,pomegranate
19.85139326,102.8186358,5,37,pomegranate
21.25433607,106.2784673,5,37,pomegranate
23.65374106,109.8076178,5,37,pomegranate
23.88404783,108.3121789,5,37,pomegranate
29.36792366,92.82840911,20,35,banana
27.33368994,101.0494791,20,35,banana
27.40053601,104.9378,20,35,banana
29.3159075,90.10978128,20,35,banana
26.05433004,113.2297373,20,35,banana
25.86632408,114.5357503,20,35,banana
27.00932084,97.32531705,20,35,banana
29.55054817,99.34482238,20,35,banana
26.28845991,113.8729798,20,35,banana
29.16226551,100.0075679,20,35,banana
28.65003945,98.75084366,20,35,banana
29.07311132,100.1692639,20,35,banana
28.08166093,118.2761894,20,35,banana
27.1994597,99.72430835,20,35,banana
28.05484146,108.3957179,20,35,banana
25.14748006,98.66679427,20,35,banana
25.94019018,119.84797,20,35,banana
27.66752761,108.66464,20,35,banana
25.56703012,102.7867717,20,35,banana
28.6956201,116.1616839,20,35,banana
26.33544853,118.6858263,20,35,banana
25.93730186,98.21747528,20,35,banana
25.13686519,91.46442491,20,35,banana
27.50527651,105.0776992,20,35,banana
26.21009246,112.0700033,20,35,banana
29.10403455,92.07835761,20,35,banana
29.2440638,90.66727868,20,35,banana
25.56202173,93.10247183,20,35,banana
26.3985515,98.16752001,20,35,banana
28.09577643,109.5408614,20,35,banana
27.84767901,117.2878912,20,35,banana
27.39341554,94.31102057,20,35,banana
25.14517635,119.218154,20,35,banana
28.65456263,102.4633775,20,35,banana
29.16093424,109.575944,20,35,banana
27.57278064,91.34276507,20,35,banana
25.40909896,112.9794804,20,35,banana
25.99069521,112.0777152,20,35,banana
26.29039046,118.6730366,20,35,banana
29.14827211,117.536781,20,35,banana
26.59743595,107.3944717,20,35,banana
25.36059237,116.5531455,20,35,banana
29.12036889,112.3982055,20,35,banana
27.53911354,110.3262123,20,35,banana
29.66727337,110.2511102,20,35,banana
25.05802193,110.4408803,20,35,banana
25.86824781,116.3019555,20,35,banana
25.85036988,119.0856171,20,35,banana
26.51682337,108.8547508,20,35,banana
28.66725136,118.2583441,20,35,banana
28.14938935,91.40508414,20,35,banana
26.42313317,95.12322062,20,35,banana
26.59386409,109.9825551,20,35,banana
27.71822477,102.2099836,20,35,banana
28.98333432,109.022564,20,35,banana
29.42017919,117.229079,20,35,banana
27.39872329,112.1355384,20,35,banana
26.4020227,111.0162259,20,35,banana
27.81251452,99.20961514,20,35,banana
25.19640218,115.8586081,20,35,banana
28.31193338,119.695765,20,35,banana
25.90113128,110.10323,20,35,banana
27.48612983,109.2768851,20,35,banana
29.38254012,109.2486647,20,35,banana
29.22118628,108.8616474,20,35,banana
27.09062164,110.1331182,20,35,banana
26.12643374,104.4812858,20,35,banana
29.01207743,90.43495443,20,35,banana
27.96799119,119.4765557,20,35,banana
28.0764455,118.9923573,20,35,banana
25.16278237,90.94554618,20,35,banana
25.78749808,114.2005455,20,35,banana
25.34119774,91.06493353,20,35,banana
29.44795403,96.45042585,20,35,banana
26.47522633,113.1161095,20,35,banana
27.39489579,92.78133617,20,35,banana
25.08347445,94.32961456,20,35,banana
26.6719835,91.73358569,20,35,banana
25.44926208,100.6619171,20,35,banana
28.22776705,98.00403016,20,35,banana
28.1279509,103.5045395,20,35,banana
28.9470467,95.83016448,20,35,banana
27.96236771,97.55986676,20,35,banana
28.00316034,94.68180316,20,35,banana
