,temperature,humidity,rainfall,temp_min,temp_max,label
52,23.85724032,82.22572988,195.0948311,18,28,rice
53,21.97199397,81.89918197,227.3637009,18,28,rice
54,26.22916897,83.83625819,286.5083725,18,28,rice
55,23.44676801,84.79352417,283.9338466,18,28,rice
56,25.65553461,83.47021081,217.3788583,18,28,rice
57,24.44345477,82.45432595,267.9761948,18,28,rice
58,20.2801937,82.1235421,191.9535738,18,28,rice
59,21.7238313,80.2389895,277.9626192,18,28,rice
60,20.41447029,82.20802629,245.1511304,18,28,rice
61,25.75528612,83.51827127,245.6626799,18,28,rice
62,20.61521424,83.77345559,279.5451717,18,28,rice
63,21.84106875,80.72886384,202.3838319,18,28,rice
64,20.08369642,83.29114712,263.6372176,18,28,rice
65,24.45802087,82.74835604,182.5616319,18,28,rice
66,21.14347496,80.33502926,198.6730942,18,28,rice
67,25.78720567,82.11124033,243.5120414,18,28,rice
68,23.64124821,80.28597873,263.1103304,18,28,rice
69,23.43191632,80.56887849,269.5039162,18,28,rice
70,24.97669518,83.891805,204.8001847,18,28,rice
71,22.72791041,82.1706881,260.8875056,18,28,rice
72,24.87300744,82.84022551,295.6094492,18,28,rice
73,21.32376327,83.00320459,192.3197536,18,28,rice
74,26.29465461,84.56919326,257.4914906,18,28,rice
75,22.2286982,81.85872947,278.0791793,18,28,rice
76,26.73072391,81.78596776,280.4044392,18,28,rice
77,24.88921174,81.97927117,185.9461429,18,28,rice
78,26.88444878,81.46033732,194.5766559,18,28,rice
79,22.67846116,83.72874389,200.9133156,18,28,rice
80,26.08867875,80.37979919,182.9043504,18,28,rice
81,25.42977518,82.94682591,195.3574542,18,28,rice
82,26.40323239,81.05635517,223.3671883,18,28,rice
83,26.04371967,84.96907151,186.7536773,18,28,rice
84,25.2827223,80.54372813,220.1156708,18,28,rice
85,22.08576562,83.47038318,231.7364957,18,28,rice
86,23.28617173,81.43321641,242.3170629,18,28,rice
87,25.48591986,81.40633547,182.6549356,18,28,rice
88,23.67575393,81.03569343,233.7034975,18,28,rice
89,20.82477109,84.1341879,230.2242223,18,28,rice
90,26.92995077,81.91411159,290.6793783,18,28,rice
91,23.83509503,83.88387074,241.2013513,18,28,rice
92,26.52872817,80.12267476,218.9163567,18,28,rice
93,26.46428311,83.85642678,248.2256491,18,28,rice
94,22.69657794,82.81088865,256.9964761,18,28,rice
95,22.68319059,83.46358271,194.2651719,18,28,rice
96,21.53346343,82.14004101,295.9248796,18,28,rice
97,21.40865769,83.3293191,287.5766935,18,28,rice
98,26.54348085,84.67353597,183.6222657,18,28,rice
99,23.35905428,83.59512273,188.413665,18,28,rice
100,22.61359953,63.69070564,87.75953857,10,30,maize
101,26.10018422,71.57476937,102.2662445,10,30,maize
102,23.55882094,71.59351368,66.71995467,10,30,maize
103,19.97215954,57.68272924,60.65171481,10,30,maize
104,18.47891261,62.69503871,65.43835393,10,30,maize
105,21.77689322,57.80840636,102.0861694,10,30,maize
106,25.6217169,66.50415474,105.4654703,10,30,maize
107,25.19192419,66.6902901,78.06639649,10,30,maize
108,20.41683147,62.5542482,65.27798457,10,30,maize
109,24.92162194,66.78627406,109.2162279,10,30,maize
110,23.31689124,73.4541537,94.29712821,10,30,maize
111,24.84016732,68.3584573,74.05474936,10,30,maize
112,22.27526694,58.84015925,63.87020584,10,30,maize
113,18.87751445,65.76816093,94.76189431,10,30,maize
114,25.19008683,60.2001687,72.12375573,10,30,maize
115,18.25405352,55.28220433,63.72358154,10,30,maize
116,24.6129118,70.4162444,104.1626147,10,30,maize
117,25.1420613,65.26185135,76.68456006,10,30,maize
118,23.09348056,60.1159381,65.49730729,10,30,maize
119,18.05033737,62.89366992,84.23613484,10,30,maize
120,24.9321581,73.80435276,79.74078719,10,30,maize
121,18.14710054,71.09445342,88.07753741,10,30,maize
122,18.28362235,66.65952796,80.97573281,10,30,maize
123,18.83344471,58.75082029,79.7532896,10,30,maize
124,25.71895816,67.22190688,74.51490791,10,30,maize
125,25.33797709,68.49835977,96.46380213,10,30,maize
126,23.89114571,57.48775781,102.8301942,10,30,maize
127,21.53574127,71.50905983,102.4852929,10,30,maize
128,23.08974909,63.10459626,70.43473609,10,30,maize
129,25.61707368,63.4711755,108.8303762,10,30,maize
130,21.44526922,63.1621551,65.88951188,10,30,maize
131,18.51816776,55.53128131,90.988051,10,30,maize
132,22.53510514,67.99257471,64.40866039,10,30,maize
133,23.02038334,61.89472002,63.03843397,10,30,maize
134,24.89364635,65.61418761,87.9298085,10,30,maize
135,25.77175115,74.089114,107.4931917,10,30,maize
136,19.39851734,62.35750641,60.95197486,10,30,maize
137,21.54156232,59.64024162,109.7515385,10,30,maize
138,23.79746068,74.82913698,91.76337172,10,30,maize
139,18.9802729,74.52600826,94.26249353,10,30,maize
140,24.10859207,73.13112261,71.07562236,10,30,maize
141,24.7947077,70.04556743,76.72860067,10,30,maize
142,21.63162756,60.27766379,69.21803098,10,30,maize
143,25.37548751,57.21025565,101.7004306,10,30,maize
144,22.21738222,72.85462807,106.6213157,10,30,maize
145,20.58314011,69.00128641,66.29390357,10,30,maize
146,24.87502824,68.74248334,91.26056654,10,30,maize
147,20.03728219,56.35606753,109.024141,10,30,maize
148,25.95263264,61.89082199,99.57981207,10,30,maize
149,19.28889933,65.47050802,71.3195307,10,30,maize
150,20.57981887,65.34583901,78.34604471,10,30,maize
151,24.71417533,56.73426469,88.45361858,10,30,maize
152,20.27317074,63.91281869,62.50351892,10,30,maize
153,18.41932981,64.23580251,76.41312437,10,30,maize
154,23.39128187,61.74427165,107.3198135,10,30,maize
155,19.84939404,61.24500053,100.7689246,10,30,maize
156,21.869274,61.91044947,107.2681929,10,30,maize
157,22.8056033,56.50768935,101.5952794,10,30,maize
158,19.0781471,69.02298571,80.72515943,10,30,maize
159,22.02720976,65.35549924,83.73280082,10,30,maize
160,23.80546189,59.24537979,89.9622014,10,30,maize
161,18.52510753,69.0276233,88.10234397,10,30,maize
162,23.50297882,61.32026065,64.77791424,10,30,maize
163,26.54986394,72.89187265,73.33636055,10,30,maize
164,19.29563411,69.63481219,83.21030571,10,30,maize
165,20.68899915,59.4375337,103.651438,10,30,maize
166,19.32666088,68.034493,84.22969177,10,30,maize
167,24.60532218,73.58868502,96.59195302,10,30,maize
168,22.27373646,59.52193158,67.96704792,10,30,maize
169,25.70196694,61.33450447,83.20711308,10,30,maize
170,19.20129357,68.30578978,87.85092352,10,30,maize
171,21.70181447,60.47470519,95.71388473,10,30,maize
172,20.51716779,59.21235483,67.61013737,10,30,maize
173,23.30355338,73.62548442,97.59081274,10,30,maize
174,24.2547451,55.64709899,64.23845455,10,30,maize
175,24.86374934,65.7420046,75.82270467,10,30,maize
176,22.6265115,65.77472881,88.17251033,10,30,maize
177,18.04185513,60.61494304,104.2321615,10,30,maize
178,23.26237612,72.33125523,67.10225139,10,30,maize
179,22.88330922,71.59722446,67.72777298,10,30,maize
180,25.97482359,69.36385721,103.2234212,10,30,maize
181,26.14384005,66.20569924,107.2361366,10,30,maize
182,18.66116213,61.55327249,75.03247667,10,30,maize
183,25.10787449,55.97732754,78.16077693,10,30,maize
184,23.33844615,59.24580604,105.0083144,10,30,maize
185,25.08239719,65.92195844,62.49190812,10,30,maize
186,25.36768364,72.52054555,107.9124111,10,30,maize
187,25.34217103,63.31801994,74.52082026,10,30,maize
188,25.00933355,67.816568,62.91359494,10,30,maize
189,18.66746724,71.516474,69.93293255,10,30,maize
190,20.37999665,63.73849998,108.5054416,10,30,maize
191,18.09300227,72.61024172,78.96159541,10,30,maize
192,26.16985907,71.96246617,79.84925393,10,30,maize
193,18.65396672,61.37879671,93.62039175,10,30,maize
194,26.07470121,59.37147589,85.75692395,10,30,maize
195,18.92851916,72.80086137,82.34162918,10,30,maize
196,23.30546753,63.24648023,108.7603001,10,30,maize
197,18.74826712,62.49878458,70.23401597,10,30,maize
198,19.74213321,59.66263104,65.50861389,10,30,maize
199,25.73044432,70.74739256,98.73771338,10,30,maize
200,17.02498456,16.98861173,88.55123143,10,35,chickpea
201,19.02061277,17.13159126,79.92698081,10,35,chickpea
202,17.88776475,15.40589717,68.54932919,10,35,chickpea
203,18.86805647,15.65809214,88.51048983,10,35,chickpea
204,18.36952567,19.56381041,79.26357665,10,35,chickpea
205,20.45078582,15.40312102,92.68373702,10,35,chickpea
206,20.6543203,16.60820843,74.6631118,10,35,chickpea
207,17.3348681,18.74926979,82.61734721,10,35,chickpea
208,18.17912258,18.90426935,81.84997529,10,35,chickpea
209,18.01272266,18.30968112,81.98568791,10,35,chickpea
210,20.99373558,19.33470387,93.55280105,10,35,chickpea
211,19.46233971,15.22538951,74.58565097,10,35,chickpea
212,19.81344531,14.69765308,78.96514709,10,35,chickpea
213,18.97424756,19.5161216,80.7108745,10,35,chickpea
214,18.19737048,14.71070537,70.18185181,10,35,chickpea
215,18.72963144,19.18197264,71.58010169,10,35,chickpea
216,20.99502153,19.8601304,73.50734019,10,35,chickpea
217,20.28155898,16.39535215,82.52339655,10,35,chickpea
218,17.48042641,15.7559405,66.96980581,10,35,chickpea
219,20.88818675,14.32313811,90.46228334,10,35,chickpea
220,17.08498521,16.14565756,71.31007253,10,35,chickpea
221,20.09340593,15.11279612,85.74904898,10,35,chickpea
222,17.57212145,14.99927489,89.31050665,10,35,chickpea
223,19.12065218,18.43475844,85.52950164,10,35,chickpea
224,18.57665902,19.22008229,72.94940441,10,35,chickpea
225,17.16606398,14.42457525,72.32667516,10,35,chickpea
226,18.2872007,16.67921616,74.87445574,10,35,chickpea
227,19.03025305,18.66725565,94.70992037,10,35,chickpea
228,17.1418614,17.0662427,83.74606679,10,35,chickpea
229,17.47809436,17.93253975,78.92060234,10,35,chickpea
230,20.56601874,14.25803981,83.75937135,10,35,chickpea
231,17.22385224,15.82069268,76.57580954,10,35,chickpea
232,19.69141713,19.44225438,91.76071648,10,35,chickpea
233,17.84851658,19.09172907,76.32470713,10,35,chickpea
234,18.8202251,16.1074793,89.73119396,10,35,chickpea
235,17.47500984,16.54314829,93.35034262,10,35,chickpea
236,18.72649425,17.58406365,81.20176515,10,35,chickpea
237,18.65580107,16.17772668,81.70769297,10,35,chickpea
238,18.2356751,19.68538502,83.74879344,10,35,chickpea
239,18.81198127,15.21618225,77.5429424,10,35,chickpea
240,18.65054116,17.80852431,77.92798682,10,35,chickpea
241,20.36720401,16.89574311,82.2545577,10,35,chickpea
242,18.38120357,16.63805158,70.52056697,10,35,chickpea
243,17.17012591,17.30457712,72.78624223,10,35,chickpea
244,19.37101121,15.77458129,85.24819851,10,35,chickpea
245,17.92845928,14.27327988,85.37378769,10,35,chickpea
246,19.45339934,18.23490739,75.6317566,10,35,chickpea
247,19.12829388,14.92241479,89.61857826,10,35,chickpea
248,19.1034283,17.26184541,75.49101167,10,35,chickpea
249,17.48504075,16.96070581,86.05078037,10,35,chickpea
250,19.40751744,18.98030507,80.25064637,10,35,chickpea
251,20.18649426,19.63719995,78.26039559,10,35,chickpea
252,17.30287885,15.15405941,75.57790384,10,35,chickpea
253,17.50361137,15.48083156,72.9446671,10,35,chickpea
254,18.17234999,14.70085967,90.7760707,10,35,chickpea
255,17.57445618,16.71826572,77.81891424,10,35,chickpea
256,20.93175255,18.91295403,78.06910795,10,35,chickpea
257,19.71098332,17.63879418,85.57925437,10,35,chickpea
258,19.07937684,17.86754927,69.40619137,10,35,chickpea
259,18.54988627,16.02542689,76.32565249,10,35,chickpea
260,18.19903647,17.41333199,80.6405403,10,35,chickpea
261,18.88852533,14.99451145,80.1113384,10,35,chickpea
262,18.49311205,14.72115044,91.94595352,10,35,chickpea
263,19.48974337,17.17260319,87.51312796,10,35,chickpea
264,17.25769499,18.74943955,94.00287214,10,35,chickpea
265,19.62416326,18.71483156,88.4585692,10,35,chickpea
266,20.67526473,19.85388984,84.78344008,10,35,chickpea
267,20.02381489,16.63294455,68.97806542,10,35,chickpea
268,20.1187446,14.44228303,88.68168643,10,35,chickpea
269,20.65691793,15.84572566,65.23811143,10,35,chickpea
270,19.2582557,14.2804191,65.78042032,10,35,chickpea
271,17.927806,15.85622899,74.63872762,10,35,chickpea
272,19.16288268,15.83500655,82.69766829,10,35,chickpea
273,20.26942271,19.96978871,69.64449182,10,35,chickpea
274,17.09104223,18.25142068,87.27444866,10,35,chickpea
275,17.06579293,17.54024066,70.87150577,10,35,chickpea
276,20.62767492,14.44008871,92.06630306,10,35,chickpea
277,20.8248451,17.85057083,79.20509212,10,35,chickpea
278,19.46210401,18.72831993,68.81405149,10,35,chickpea
279,17.18248372,16.42891834,72.85017344,10,35,chickpea
280,17.48911699,16.39055394,79.45758333,10,35,chickpea
281,17.48395377,14.76014523,65.11365631,10,35,chickpea
282,19.48316794,17.44534641,80.4986291,10,35,chickpea
283,19.71359733,18.09665739,73.64476535,10,35,chickpea
284,19.48649305,16.06240074,81.5284269,10,35,chickpea
285,19.95264829,14.82633099,88.6810311,10,35,chickpea
286,19.41789736,16.80472243,68.4951189,10,35,chickpea
287,19.45591848,18.02235902,78.44910564,10,35,chickpea
288,20.19137759,16.41998269,77.33795356,10,35,chickpea
289,18.8392908,14.74071856,94.78189594,10,35,chickpea
290,20.71219282,19.83643308,94.03659867,10,35,chickpea
291,18.99424448,15.9362937,78.69707199,10,35,chickpea
292,19.96837462,15.57324389,69.15759062,10,35,chickpea
293,17.81564548,17.60756635,90.82097601,10,35,chickpea
294,20.71424384,15.27824066,76.77888672,10,35,chickpea
295,17.34150229,18.75626255,67.9545435,10,35,chickpea
296,17.43732714,14.33847406,73.0926704,10,35,chickpea
297,18.89780215,19.76182946,69.09512477,10,35,chickpea
298,18.59190771,14.77959596,89.60982451,10,35,chickpea
299,18.31561493,15.36143547,81.78710463,10,35,chickpea
300,17.13692774,20.59541693,128.256862,10,25,kidneybeans
301,19.63474332,18.90705639,106.3598183,10,25,kidneybeans
302,22.91350245,21.33953114,109.225556,10,25,kidneybeans
303,16.43340342,24.24045875,140.3717815,10,25,kidneybeans
304,22.13974653,23.02251117,76.64128258,10,25,kidneybeans
305,17.84806561,18.77621951,143.0984171,10,25,kidneybeans
306,19.88394011,20.31564139,60.91974792,10,25,kidneybeans
307,19.32509638,23.3334788,104.7783947,10,25,kidneybeans
308,18.4167001,23.42829938,132.9801054,10,25,kidneybeans
309,21.81167649,23.20591245,130.0608093,10,25,kidneybeans
310,19.72702528,18.28173015,143.7630894,10,25,kidneybeans
311,17.15432954,19.87070659,87.99669731,10,25,kidneybeans
312,19.62207826,18.67170854,144.1567454,10,25,kidneybeans
313,21.63149148,21.17919701,134.3649948,10,25,kidneybeans
314,16.06522754,18.72479695,88.06638775,10,25,kidneybeans
315,20.61162204,24.36314135,69.63833855,10,25,kidneybeans
316,21.42451099,20.39659714,116.5206923,10,25,kidneybeans
317,19.07096165,21.21092266,86.21917578,10,25,kidneybeans
318,21.18853178,19.63438599,137.1948633,10,25,kidneybeans
319,23.0429097,22.42610972,108.3684316,10,25,kidneybeans
320,20.65375833,23.10538637,67.71768947,10,25,kidneybeans
321,18.09551014,18.29318436,144.7902323,10,25,kidneybeans
322,18.23775702,21.07643273,69.44951585,10,25,kidneybeans
323,17.48189735,18.8251973,121.9401369,10,25,kidneybeans
324,19.9191786,21.47324158,82.68554379,10,25,kidneybeans
325,20.27514686,23.2353604,139.7521543,10,25,kidneybeans
326,15.77370214,19.2303162,108.3441414,10,25,kidneybeans
327,16.71170642,19.17651433,96.77285817,10,25,kidneybeans
328,17.66148158,18.15302753,100.6711761,10,25,kidneybeans
329,18.50692825,23.61670065,87.0513289,10,25,kidneybeans
330,24.51324787,20.81527638,64.19497947,10,25,kidneybeans
331,18.87614998,24.54038287,105.4120514,10,25,kidneybeans
332,21.59343016,20.31871249,61.13872036,10,25,kidneybeans
333,20.12373284,24.45202552,106.158201,10,25,kidneybeans
334,15.43546065,18.37477907,139.0302034,10,25,kidneybeans
335,22.64236876,21.59396123,122.3886015,10,25,kidneybeans
336,21.98560799,24.87304788,129.5650601,10,25,kidneybeans
337,20.53052663,18.09224048,120.4509288,10,25,kidneybeans
338,15.78601387,21.14544088,95.17028129,10,25,kidneybeans
339,19.6365349,19.68751084,96.65888933,10,25,kidneybeans
340,20.57341244,19.7520218,87.87869161,10,25,kidneybeans
341,20.16080524,24.84207559,138.2362122,10,25,kidneybeans
342,21.53989176,24.25386207,120.6913038,10,25,kidneybeans
343,15.53834801,23.75560241,107.3850593,10,25,kidneybeans
344,19.91853092,20.70099804,108.6434544,10,25,kidneybeans
345,20.76952209,18.93146941,109.0193712,10,25,kidneybeans
346,23.46168338,23.22197648,95.84253438,10,25,kidneybeans
347,24.32116642,21.0278674,60.27552528,10,25,kidneybeans
348,20.12574053,24.96969858,100.0497183,10,25,kidneybeans
349,21.80619564,18.57086554,125.0972687,10,25,kidneybeans
350,19.52226241,24.92607153,113.334026,10,25,kidneybeans
351,17.00067625,19.90790546,103.2926407,10,25,kidneybeans
352,16.78791503,24.96881755,75.45328039,10,25,kidneybeans
353,24.84906168,22.89464642,62.21292186,10,25,kidneybeans
354,16.51783455,20.4555596,98.77794225,10,25,kidneybeans
355,18.15300153,19.38602098,107.6907964,10,25,kidneybeans
356,23.18864385,22.3104551,63.38208822,10,25,kidneybeans
357,23.38002569,21.98879437,87.66898664,10,25,kidneybeans
358,18.358923,19.37703396,138.414764,10,25,kidneybeans
359,19.25975367,20.51346956,94.9533526,10,25,kidneybeans
360,22.95458237,24.03553105,107.7315386,10,25,kidneybeans
361,20.120043,22.89845607,104.6252153,10,25,kidneybeans
362,21.14011423,22.7182355,141.6056722,10,25,kidneybeans
363,24.92360104,18.22590825,62.7089169,10,25,kidneybeans
364,15.33042636,24.91506728,135.3315583,10,25,kidneybeans
365,18.81097271,21.27833035,125.084915,10,25,kidneybeans
366,23.44260668,22.77255917,107.4137246,10,25,kidneybeans
367,22.8352024,18.97267518,63.59276673,10,25,kidneybeans
368,24.9035819,22.27512704,146.4727237,10,25,kidneybeans
369,23.78709569,24.35679348,119.6404412,10,25,kidneybeans
370,22.05592283,19.60379304,126.7265372,10,25,kidneybeans
371,18.87492997,20.18238348,134.1811718,10,25,kidneybeans
372,18.62328774,23.02410338,135.3378033,10,25,kidneybeans
373,23.00884744,18.86880997,100.118612,10,25,kidneybeans
374,19.33162606,24.13995025,68.51253427,10,25,kidneybeans
375,16.24469193,21.35793891,66.97053257,10,25,kidneybeans
376,17.91652287,24.90814655,69.14681022,10,25,kidneybeans
377,15.46789263,21.43780702,88.88796102,10,25,kidneybeans
378,17.06104474,23.77201471,81.83420522,10,25,kidneybeans
379,21.32776028,18.48522915,109.1013261,10,25,kidneybeans
380,23.90910104,20.74619325,81.60211243,10,25,kidneybeans
381,23.89756791,22.74378977,112.6616435,10,25,kidneybeans
382,22.98666928,20.57940608,143.8584938,10,25,kidneybeans
383,21.35135729,22.91244883,146.4548645,10,25,kidneybeans
384,24.1638445,19.27907819,116.7324324,10,25,kidneybeans
385,24.62835037,18.18325169,149.7441028,10,25,kidneybeans
386,21.02213209,24.93896255,124.6118471,10,25,kidneybeans
387,17.30844532,20.01730914,115.199245,10,25,kidneybeans
388,23.82576704,24.75485098,84.64143632,10,25,kidneybeans
389,19.30607278,23.96362799,129.3449326,10,25,kidneybeans
390,16.03768615,22.33195853,130.3900798,10,25,kidneybeans
391,19.18572809,20.83398341,80.15293435,10,25,kidneybeans
392,19.92889503,21.79992115,64.02640797,10,25,kidneybeans
393,19.56376468,24.67385131,139.2921004,10,25,kidneybeans
394,18.31357543,24.32991649,76.14153904,10,25,kidneybeans
395,20.10993761,23.22323766,73.36386477,10,25,kidneybeans
396,23.60506572,21.90539577,100.5978728,10,25,kidneybeans
397,19.73136909,24.89487354,84.06354115,10,25,kidneybeans
398,20.93409877,21.1893007,133.1914419,10,25,kidneybeans
399,18.78226261,20.24768314,104.2570723,10,25,kidneybeans
400,36.51268371,57.92887167,122.6539694,18,35,pigeonpeas
401,36.89163721,62.73178224,163.7266551,18,35,pigeonpeas
402,29.23540524,59.38967583,103.3301803,18,35,pigeonpeas
403,27.33534897,43.35795962,142.3303677,18,35,pigeonpeas
404,21.0643684,55.46985938,184.6226709,18,35,pigeonpeas
405,30.33276599,42.35249879,149.299952,18,35,pigeonpeas
406,31.80130272,45.03186173,147.0361442,18,35,pigeonpeas
407,33.18184225,38.23184742,198.8298806,18,35,pigeonpeas
408,29.38538562,63.47742011,90.05422663,18,35,pigeonpeas
409,30.27374995,67.38680755,127.7767134,18,35,pigeonpeas
410,35.45790488,68.75810535,108.6333046,18,35,pigeonpeas
411,33.80020039,40.03262418,176.6165894,18,35,pigeonpeas
412,28.69180475,49.47225353,96.36222901,18,35,pigeonpeas
413,31.24021696,56.67369054,122.0146733,18,35,pigeonpeas
414,28.98039357,57.23265151,120.7435664,18,35,pigeonpeas
415,27.32198928,34.13737127,96.51524028,18,35,pigeonpeas
416,21.47607807,38.80023714,180.382234,18,35,pigeonpeas
417,18.31910448,34.69776639,107.4721605,18,35,pigeonpeas
418,36.97794384,37.73992903,161.4812963,18,35,pigeonpeas
419,24.80467592,40.1242747,121.5639121,18,35,pigeonpeas
420,19.3479443,55.96805489,194.5921148,18,35,pigeonpeas
421,28.88302142,50.12323801,179.2155874,18,35,pigeonpeas
422,19.54314136,47.19188279,192.4372194,18,35,pigeonpeas
423,24.7741949,50.54621094,114.2821387,18,35,pigeonpeas
424,18.33124824,38.40975482,139.6483317,18,35,pigeonpeas
425,19.14729038,45.3733757,132.7748215,18,35,pigeonpeas
426,28.23416057,49.4421345,186.5008581,18,35,pigeonpeas
427,30.11812084,34.13307843,157.0858232,18,35,pigeonpeas
428,33.4126864,35.42910045,139.6702541,18,35,pigeonpeas
429,24.18553163,46.68746847,177.3377996,18,35,pigeonpeas
430,26.88630675,41.69617915,94.46748008,18,35,pigeonpeas
431,31.33170829,57.97429171,161.7820226,18,35,pigeonpeas
432,33.30711818,67.07780816,108.5090168,18,35,pigeonpeas
433,23.45379018,46.48714759,150.8712202,18,35,pigeonpeas
434,34.53823889,39.04468913,168.5948318,18,35,pigeonpeas
435,19.50112224,34.51086611,197.3752649,18,35,pigeonpeas
436,28.76794904,37.57792132,91.72084869,18,35,pigeonpeas
437,30.97758716,32.24914235,180.716828,18,35,pigeonpeas
438,18.39759147,36.82639309,93.12330644,18,35,pigeonpeas
439,35.09357419,30.98685456,116.9106908,18,35,pigeonpeas
440,34.93174223,30.40046769,159.2649827,18,35,pigeonpeas
441,29.50523036,35.72032498,187.8961851,18,35,pigeonpeas
442,34.51934775,47.52980027,129.0064612,18,35,pigeonpeas
443,28.43430726,52.10010827,147.0414824,18,35,pigeonpeas
444,18.41645629,34.80541039,163.2747473,18,35,pigeonpeas
445,31.07508973,47.19847683,91.31256412,18,35,pigeonpeas
446,20.89342749,46.24856523,195.5697875,18,35,pigeonpeas
447,30.90607799,52.79913039,170.9919828,18,35,pigeonpeas
448,27.9348279,66.45457122,145.3728801,18,35,pigeonpeas
449,35.95176642,36.52780776,136.0456753,18,35,pigeonpeas
450,19.54317155,56.92831399,173.1686574,18,35,pigeonpeas
451,19.63736208,32.31528909,176.4134092,18,35,pigeonpeas
452,31.2192752,56.46868874,129.2028653,18,35,pigeonpeas
453,33.50876355,45.70976142,126.6738117,18,35,pigeonpeas
454,24.80710166,45.01110015,188.4928637,18,35,pigeonpeas
455,36.20970524,31.94550613,191.0658531,18,35,pigeonpeas
456,30.50420876,35.48885969,162.5927723,18,35,pigeonpeas
457,26.01630259,49.94704718,160.3337447,18,35,pigeonpeas
458,31.48469278,35.6395615,100.546816,18,35,pigeonpeas
459,33.15122581,32.45974539,105.0380275,18,35,pigeonpeas
460,23.50222822,51.29019509,192.3023991,18,35,pigeonpeas
461,34.87248659,38.83786012,148.2502786,18,35,pigeonpeas
462,28.09269012,44.93322042,197.1144011,18,35,pigeonpeas
463,24.54757829,57.3414485,118.3606557,18,35,pigeonpeas
464,33.64769646,48.41490082,100.4673278,18,35,pigeonpeas
465,20.5591255,60.54880693,191.0895109,18,35,pigeonpeas
466,19.95991719,59.33157782,195.787103,18,35,pigeonpeas
467,28.87667593,62.4901206,182.2688175,18,35,pigeonpeas
468,36.04353699,43.61444121,159.8938645,18,35,pigeonpeas
469,23.6734328,47.2879691,141.1250722,18,35,pigeonpeas
470,25.74679443,40.7192594,100.7791633,18,35,pigeonpeas
471,31.08564994,66.68832981,175.9303271,18,35,pigeonpeas
472,18.72987676,61.33186249,139.8710041,18,35,pigeonpeas
473,29.50304807,63.46513414,189.5208915,18,35,pigeonpeas
474,20.43517772,39.37252634,137.2279662,18,35,pigeonpeas
475,36.00415838,56.01334416,134.8596466,18,35,pigeonpeas
476,31.46846241,35.39454002,174.5723999,18,35,pigeonpeas
477,36.30049702,56.03021253,101.6073988,18,35,pigeonpeas
478,29.49096726,67.10604388,153.2504506,18,35,pigeonpeas
479,30.5753044,34.75591197,177.5764304,18,35,pigeonpeas
